SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
64.95,20.38,0.474,42.0,0.465,0.282,5.021,299.48,43.19,1.836,48.758
379.84,14.57,0.518,55.48,0.14,0.71,9.487,301.87,85.96,4.215,55.767
94.66,24.94,0.597,52.66,0.414,0.85,5.31,302.07,15.3,1.508,46.577
165.39,14.55,0.589,60.28,0.438,0.451,4.118,299.6,95.25,2.753,53.588
197.6,20.56,0.51,38.42,0.259,0.599,6.404,302.27,14.89,1.739,57.266
186.26,19.27,0.572,49.13,0.384,0.376,4.577,298.82,16.68,1.864,42.674
353.09,18.34,0.409,78.07,0.461,0.603,2.726,305.46,131.82,1.814,68.304
313.5,15.87,0.53,49.87,0.316,0.172,8.595,301.06,18.05,0.828,58.866
395.55,14.41,0.464,53.94,0.431,0.375,4.027,298.55,58.66,2.632,71.222
208.35,18.94,0.45,53.3,0.627,0.1,5.509,295.96,175.17,1.631,78.377
430.99,9.97,0.583,64.7,0.599,0.362,4.615,298.0,67.28,1.917,85.187
173.37,20.49,0.501,36.53,0.478,0.191,5.779,294.79,30.48,2.857,69.61
154.91,20.3,0.538,72.45,0.175,0.311,7.932,295.51,140.14,1.077,52.983
205.65,21.74,0.513,49.8,0.27,0.752,7.714,300.98,82.64,3.287,59.124
113.75,17.82,0.716,67.65,0.325,0.332,8.998,305.55,185.88,1.522,44.969
82.7,19.91,0.597,53.23,0.252,0.657,7.95,294.51,20.74,1.463,38.749
414.3,14.33,0.464,52.88,0.446,0.286,8.304,294.85,250.0,1.331,93.823
98.14,16.58,0.474,53.32,0.318,0.186,8.257,291.55,92.79,5.641,48.229
127.91,12.91,0.613,49.83,0.117,0.669,7.688,298.84,204.73,0.818,53.42
183.13,20.27,0.495,46.99,0.095,0.512,9.529,289.59,136.08,9.341,36.791
300.7,26.52,0.483,56.95,0.282,0.1,6.427,292.86,186.44,1.786,84.303
225.95,14.32,0.59,36.85,0.224,0.621,6.88,302.17,27.31,2.289,61.463
498.01,16.47,0.611,49.22,0.213,0.445,5.16,296.01,98.6,2.888,87.114
68.48,17.54,0.584,68.83,0.346,0.39,6.11,301.07,75.66,3.196,59.402
217.71,17.01,0.499,52.37,0.327,0.492,7.929,303.2,46.43,1.271,59.507
366.36,19.5,0.486,56.08,0.298,0.206,2.0,302.62,11.74,1.708,45.566
112.96,15.39,0.633,48.03,0.394,0.177,6.264,294.99,11.82,2.872,51.767
79.29,19.25,0.482,60.62,0.333,0.339,8.977,296.3,178.38,3.639,41.477
147.7,21.63,0.598,63.57,0.184,0.646,4.589,292.75,12.27,1.492,29.419
147.06,13.57,0.549,72.42,0.237,0.298,5.299,297.0,21.39,2.21,46.586
57.28,20.83,0.602,71.53,0.167,0.285,9.668,299.25,64.8,1.537,21.688
69.13,20.89,0.585,36.85,0.301,0.478,8.62,299.68,63.52,3.694,37.979
250.1,21.72,0.483,54.3,0.236,0.298,8.755,305.16,32.98,1.454,44.634
386.91,19.51,0.549,56.17,0.25,0.731,10.0,297.23,43.08,1.753,53.626
135.87,17.46,0.692,39.52,0.1,0.85,4.793,307.18,73.03,1.224,45.812
577.47,12.35,0.298,63.09,0.144,0.574,6.257,298.5,56.25,1.169,94.438
120.26,17.72,0.565,38.57,0.268,0.446,10.0,301.05,72.81,1.781,35.609
170.4,21.41,0.443,76.41,0.166,0.531,6.748,299.09,30.12,1.397,54.672
251.05,24.58,0.481,46.27,0.256,0.557,7.034,300.31,95.48,1.799,76.608
291.76,20.82,0.596,59.4,0.496,0.387,9.336,289.67,119.47,5.287,62.363
180.19,15.93,0.558,42.0,0.149,0.341,10.0,294.23,90.81,8.135,27.409
84.43,19.74,0.585,40.34,0.234,0.456,8.162,293.51,49.12,2.52,43.432
646.3,11.9,0.46,33.16,0.433,0.179,7.494,301.8,122.39,0.478,115.858
291.35,18.84,0.509,74.75,0.326,0.171,8.747,303.52,226.02,1.117,65.206
240.97,15.6,0.518,54.35,0.221,0.578,4.595,289.04,9.29,2.014,40.0
81.08,19.39,0.617,63.55,0.406,0.548,3.813,291.28,15.68,1.785,27.548
160.15,17.27,0.593,68.95,0.364,0.533,7.477,291.55,25.3,1.106,49.21
281.78,18.1,0.583,57.77,0.422,0.54,5.94,304.12,14.01,1.557,72.738
187.74,17.39,0.52,69.2,0.078,0.406,5.183,298.5,42.55,6.109,36.775
163.82,18.06,0.642,43.98,0.264,0.195,5.279,284.16,114.56,1.546,61.109
189.65,18.0,0.625,52.36,0.223,0.345,6.317,293.52,76.1,1.332,61.471
353.76,19.51,0.541,25.0,0.415,0.525,3.352,293.64,125.94,2.122,69.888
129.52,25.7,0.545,49.59,0.402,0.563,10.0,294.48,22.31,0.864,32.682
356.22,13.57,0.559,67.78,0.241,0.623,6.554,291.71,20.51,1.975,79.076
239.67,17.0,0.589,54.71,0.302,0.379,3.641,301.22,17.46,0.854,40.341
178.82,18.56,0.529,59.48,0.199,0.622,6.856,299.87,120.61,2.256,64.007
56.03,17.4,0.604,65.59,0.382,0.532,5.461,297.5,73.02,1.684,54.776
270.79,14.57,0.549,84.52,0.29,0.14,7.951,294.99,46.06,1.429,60.762
294.19,19.54,0.465,69.12,0.527,0.387,7.812,307.56,33.0,1.0,76.725
208.89,17.16,0.355,68.51,0.363,0.291,7.935,309.29,65.48,1.355,55.969
280.61,16.29,0.347,53.0,0.586,0.649,5.041,302.8,47.24,3.232,72.499
100.96,18.12,0.526,63.68,0.326,0.729,7.503,292.95,74.42,0.802,56.519
272.88,21.67,0.624,48.38,0.388,0.785,6.947,303.2,250.0,1.386,93.42
258.19,19.72,0.541,37.94,0.39,0.495,6.324,291.71,29.7,2.885,77.572
153.91,18.72,0.565,48.73,0.311,0.808,10.0,303.64,11.47,1.41,19.228
266.17,22.95,0.578,50.3,0.125,0.665,4.727,298.78,94.31,1.69,58.214
296.11,19.53,0.567,47.38,0.33,0.266,10.0,295.83,29.63,1.622,54.38
66.91,23.07,0.433,64.14,0.422,0.249,3.296,299.01,22.67,2.287,30.104
82.68,15.96,0.556,49.31,0.531,0.287,9.091,296.13,106.41,2.875,44.904
132.22,14.17,0.584,69.24,0.3,0.492,6.591,283.0,20.01,1.895,52.082
33.78,19.68,0.681,62.19,0.177,0.527,5.512,293.51,91.72,4.282,43.942
572.0,11.88,0.47,48.52,0.579,0.263,6.883,304.9,59.13,1.545,117.224
435.39,16.54,0.558,51.37,0.376,0.442,7.23,293.4,250.0,2.038,102.114
61.38,20.36,0.737,38.12,0.293,0.539,5.943,293.09,22.58,0.629,46.276
74.01,22.4,0.499,55.89,0.316,0.625,2.903,288.29,65.88,1.21,33.007
406.19,13.78,0.571,72.75,0.391,0.621,7.518,296.42,34.03,1.829,85.454
1000.0,5.17,0.27,72.53,0.414,0.126,7.209,301.14,59.18,1.38,116.282
73.29,21.83,0.624,63.02,0.372,0.548,10.0,294.88,32.36,0.737,29.869
242.46,19.98,0.522,54.38,0.283,0.746,5.389,303.43,32.95,4.191,56.517
109.4,15.57,0.499,62.85,0.363,0.398,6.703,296.01,58.16,5.272,53.249
211.84,20.49,0.537,46.19,0.525,0.685,8.133,292.98,50.74,0.913,59.842
364.47,21.33,0.379,58.74,0.063,0.159,3.493,291.94,55.62,1.541,51.816
289.41,21.57,0.504,65.02,0.306,0.305,5.405,295.92,88.55,3.294,70.96
1000.0,10.59,0.334,56.89,0.462,0.186,8.599,294.31,11.41,1.517,91.301
387.16,14.36,0.43,62.65,0.307,0.319,7.592,300.71,58.04,2.077,87.452
344.35,15.71,0.469,82.7,0.28,0.226,5.11,304.42,82.24,0.733,74.264
187.77,22.31,0.511,29.04,0.299,0.288,4.691,303.24,27.85,1.417,44.461
234.01,16.82,0.541,66.62,0.358,0.333,5.238,302.9,40.34,1.046,64.97
677.92,14.71,0.447,57.2,0.256,0.297,5.485,296.38,81.04,2.206,103.339
141.26,14.99,0.416,48.07,0.147,0.365,8.888,300.31,46.84,1.727,33.815
378.51,18.59,0.485,64.08,0.117,0.532,2.0,302.19,152.24,2.986,61.955
143.02,16.8,0.52,53.16,0.339,0.525,6.683,300.66,67.94,5.161,64.701
287.13,16.82,0.466,59.79,0.147,0.256,6.57,297.84,89.53,3.222,72.208
93.45,19.5,0.589,58.67,0.105,0.309,7.701,294.98,50.08,1.411,38.561
332.43,15.56,0.531,52.12,0.299,0.582,4.431,299.03,250.0,2.038,71.894
133.69,19.66,0.667,40.53,0.423,0.532,6.866,291.53,31.72,1.398,60.796
100.85,20.27,0.563,57.12,0.369,0.384,7.809,294.68,33.46,1.022,44.626
427.4,12.46,0.544,48.57,0.303,0.335,5.073,306.43,34.18,0.925,89.209
194.05,21.39,0.576,56.98,0.344,0.407,3.436,297.99,59.04,1.183,42.044
201.6,18.72,0.549,60.77,0.266,0.53,9.632,302.32,28.54,5.048,26.681
227.9,13.28,0.441,63.04,0.207,0.312,8.474,299.0,98.14,1.506,57.222
110.02,20.24,0.547,58.71,0.383,0.668,7.149,296.28,163.47,1.988,70.954
266.39,24.46,0.445,65.21,0.129,0.74,5.894,299.57,35.17,1.396,55.95
108.07,13.5,0.572,38.81,0.31,0.666,5.862,296.4,40.36,5.193,55.265
476.7,13.99,0.474,58.55,0.406,0.51,9.071,298.83,89.35,0.712,89.165
465.68,14.7,0.422,41.53,0.308,0.274,8.162,300.65,29.37,1.92,84.021
98.24,18.24,0.528,47.79,0.175,0.678,5.677,296.9,86.33,4.463,51.261
345.34,17.56,0.483,63.65,0.126,0.239,10.0,300.99,50.95,1.039,52.332
332.75,16.54,0.543,46.8,0.315,0.451,4.23,297.44,78.22,1.471,69.569
141.03,20.46,0.59,35.78,0.251,0.411,6.951,304.43,19.69,1.952,52.498
503.88,20.76,0.389,57.87,0.28,0.579,5.857,305.46,9.32,2.364,88.275
220.34,17.38,0.545,55.96,0.205,0.225,5.076,300.59,37.62,1.452,55.416
195.57,19.04,0.594,68.81,0.333,0.152,7.447,299.36,77.44,3.659,64.296
57.67,23.7,0.621,53.64,0.279,0.516,6.66,303.39,142.07,2.283,57.729
204.9,19.24,0.429,51.55,0.339,0.44,7.114,295.75,193.83,0.874,78.724
659.88,8.24,0.502,72.29,0.097,0.317,7.148,301.78,16.98,1.691,81.838
392.61,17.12,0.47,59.15,0.201,0.59,5.459,308.94,250.0,1.13,93.007
139.51,18.63,0.416,35.09,0.324,0.445,9.272,283.0,127.25,3.832,36.459
188.38,13.07,0.429,55.32,0.344,0.395,7.444,296.19,55.85,0.998,56.915
88.44,17.6,0.591,52.47,0.275,0.62,5.619,300.07,28.11,0.954,50.19
610.32,13.99,0.409,64.94,0.175,0.426,10.0,297.05,11.87,5.581,61.198
69.64,18.9,0.57,36.3,0.278,0.468,5.14,297.93,90.53,0.645,47.311
235.57,20.26,0.505,42.74,0.229,0.696,10.0,301.59,176.52,1.497,51.226
440.15,16.29,0.5,61.08,0.554,0.1,3.451,285.79,230.34,1.555,82.931
167.4,19.77,0.651,63.36,0.271,0.312,8.611,295.44,139.94,2.241,51.09
478.44,18.47,0.56,57.19,0.191,0.641,7.106,293.76,30.23,2.276,85.403
150.06,22.2,0.517,72.73,0.305,0.544,6.404,289.13,51.37,6.367,55.358
64.16,22.42,0.709,51.0,0.24,0.34,3.328,287.25,250.0,1.932,32.965
252.99,18.65,0.478,53.08,0.412,0.256,7.28,295.64,80.08,2.037,79.392
73.26,18.44,0.588,55.51,0.401,0.298,6.436,295.64,57.43,3.695,56.181
67.31,22.53,0.615,65.71,0.071,0.446,3.964,288.33,25.13,2.359,13.515
226.08,12.12,0.497,58.76,0.43,0.637,7.411,294.49,45.45,0.618,71.85
228.95,16.44,0.621,57.78,0.258,0.218,7.096,298.74,250.0,2.409,71.024
83.28,19.96,0.601,55.78,0.361,0.696,7.12,311.99,30.44,1.842,51.377
141.05,21.62,0.354,51.3,0.333,0.469,2.121,295.11,8.02,4.392,22.256
870.81,15.34,0.379,60.23,0.139,0.85,6.711,290.31,9.68,1.609,97.399
402.78,23.76,0.536,52.03,0.174,0.659,8.699,290.44,145.62,1.488,72.268
82.99,18.26,0.545,60.17,0.412,0.819,6.741,305.88,84.32,1.037,65.364
215.8,17.89,0.46,79.62,0.426,0.18,6.326,297.59,125.41,2.775,78.344
146.12,14.36,0.602,45.7,0.242,0.726,3.937,293.3,6.02,3.524,25.801
156.82,20.73,0.496,56.65,0.163,0.42,3.861,302.06,101.36,2.07,45.12
1000.0,9.91,0.283,63.57,0.27,0.48,5.978,302.23,160.19,2.455,113.477
122.53,22.11,0.633,63.29,0.438,0.543,6.529,305.47,250.0,1.856,71.313
59.58,21.24,0.61,53.7,0.28,0.636,3.378,296.01,41.55,3.503,28.519
204.74,20.31,0.329,60.67,0.291,0.395,7.17,292.73,24.37,1.22,61.759
71.67,17.86,0.623,53.77,0.423,0.308,7.024,296.23,52.57,1.817,59.9
449.09,7.84,0.558,25.0,0.185,0.421,6.57,295.61,72.87,0.699,98.55
226.17,17.57,0.557,63.52,0.28,0.107,9.742,301.16,33.84,0.543,45.378
320.25,15.55,0.468,44.67,0.167,0.426,5.694,300.03,50.12,1.202,77.175
360.24,12.87,0.483,52.6,0.292,0.544,7.552,288.28,76.13,2.059,88.612
185.27,19.54,0.633,72.7,0.443,0.41,6.41,291.18,132.21,1.125,72.367
272.3,19.37,0.533,51.36,0.188,0.46,4.247,296.02,159.16,1.75,61.198
187.09,14.44,0.501,62.9,0.454,0.303,6.272,307.97,195.93,2.222,82.279
282.04,16.11,0.632,44.15,0.452,0.488,8.211,300.91,98.55,1.579,72.762
46.87,22.28,0.667,45.66,0.192,0.346,8.627,307.07,154.97,3.852,33.065
106.75,17.69,0.384,48.12,0.153,0.352,7.628,299.26,75.9,5.469,47.311
274.8,15.34,0.536,49.67,0.363,0.116,8.772,295.85,30.49,1.583,54.165
332.92,17.19,0.525,30.75,0.406,0.309,7.843,297.86,96.57,1.116,84.192
165.9,15.85,0.662,47.97,0.479,0.527,6.332,293.57,135.47,5.053,74.762
158.9,15.73,0.484,43.8,0.208,0.507,6.478,295.6,168.05,0.712,66.954
213.45,14.31,0.557,52.45,0.467,0.64,7.33,304.29,250.0,1.597,80.303
136.54,21.87,0.571,43.68,0.225,0.231,3.457,293.98,81.43,2.439,34.877
102.08,25.36,0.527,53.73,0.086,0.588,10.0,308.1,50.51,1.669,31.432
240.79,16.54,0.575,73.74,0.264,0.453,5.727,299.33,65.32,2.121,62.877
242.08,14.26,0.601,50.85,0.322,0.431,5.282,298.42,72.53,1.582,68.446
121.35,21.73,0.647,74.1,0.605,0.421,7.882,305.83,103.69,0.951,59.001
202.9,18.91,0.554,66.5,0.241,0.353,7.929,309.36,51.84,5.528,48.136
126.22,18.69,0.562,59.69,0.402,0.658,4.942,291.55,32.45,2.72,40.758
316.17,13.88,0.527,37.14,0.415,0.377,7.546,304.05,85.38,1.488,82.43
198.15,23.77,0.463,47.72,0.23,0.325,2.87,300.8,147.76,3.089,45.432
119.08,18.99,0.588,67.69,0.291,0.123,4.111,295.27,87.72,2.661,38.466
156.76,19.06,0.478,60.21,0.384,0.428,5.518,301.09,36.62,1.452,56.375
316.85,16.41,0.429,25.95,0.297,0.286,8.168,301.11,48.08,0.931,70.57
211.73,15.32,0.617,51.12,0.341,0.511,6.236,299.07,38.39,4.57,69.869
171.33,11.46,0.637,43.48,0.261,0.36,5.81,298.1,25.04,6.786,54.788
118.11,18.92,0.582,46.43,0.528,0.51,9.458,302.79,74.23,1.424,39.826
124.11,20.58,0.564,34.21,0.151,0.678,6.591,299.58,121.81,5.68,59.045
508.67,16.06,0.542,32.82,0.301,0.777,6.802,297.05,134.62,1.183,106.501
161.88,20.93,0.542,42.09,0.357,0.701,5.656,304.88,28.8,3.71,54.672
77.57,15.36,0.564,45.0,0.365,0.246,4.123,297.78,33.08,0.988,37.946
243.39,17.4,0.444,52.57,0.311,0.423,10.0,295.7,78.62,0.658,46.158
108.57,20.04,0.542,40.25,0.354,0.434,5.549,299.12,234.74,3.505,63.878
465.3,15.54,0.442,50.38,0.434,0.728,5.676,296.63,223.38,0.777,106.143
291.28,21.45,0.457,61.78,0.276,0.293,4.329,290.87,26.0,0.835,54.067
176.57,19.69,0.513,54.05,0.449,0.693,3.265,284.12,89.04,1.694,42.688
66.81,19.99,0.632,50.49,0.278,0.303,4.172,294.78,32.17,0.697,34.411
252.73,20.0,0.538,56.87,0.398,0.796,8.93,304.03,79.52,1.289,52.148
141.71,18.93,0.522,54.73,0.28,0.632,4.085,290.49,65.16,1.265,43.981
154.83,21.45,0.486,46.26,0.333,0.563,8.892,292.56,22.96,2.523,34.115
216.83,20.09,0.538,39.16,0.178,0.246,7.323,301.01,62.4,1.359,60.664
219.1,16.5,0.575,49.37,0.384,0.507,4.584,293.32,135.21,1.121,62.593
123.63,21.05,0.608,45.66,0.437,0.525,3.412,289.51,140.56,1.287,41.49
697.68,16.97,0.464,34.69,0.321,0.734,6.46,286.1,15.63,4.099,92.766
496.54,17.61,0.487,51.17,0.397,0.302,6.951,305.63,28.04,8.32,93.605
104.81,23.58,0.62,47.45,0.126,0.423,4.671,295.83,8.79,1.767,22.357
236.86,17.79,0.586,43.57,0.443,0.168,6.133,291.09,30.76,2.163,68.091
233.83,18.7,0.57,54.97,0.117,0.514,6.848,301.85,32.27,3.985,54.042
319.54,15.91,0.474,49.14,0.432,0.68,7.079,303.82,110.36,2.244,89.602
164.5,13.73,0.537,57.82,0.246,0.332,6.648,301.51,41.26,5.26,56.07
351.62,17.11,0.423,77.32,0.385,0.522,4.1,293.33,40.47,0.611,66.319
269.28,13.46,0.623,62.49,0.63,0.355,3.758,291.09,80.86,2.951,62.842
501.36,16.44,0.48,59.86,0.47,0.223,9.052,305.33,59.98,2.925,81.909
33.7,16.58,0.762,49.01,0.338,0.523,4.285,296.83,91.1,8.413,38.255
195.17,13.29,0.723,67.91,0.098,0.639,5.576,294.35,212.52,1.512,59.097
205.58,14.92,0.458,31.76,0.233,0.754,7.422,299.73,41.82,2.563,62.272
245.55,15.53,0.535,68.19,0.333,0.85,5.96,287.62,29.53,2.712,64.821
109.52,17.95,0.657,38.42,0.401,0.6,6.862,291.63,27.0,1.631,54.792
484.13,17.22,0.445,76.03,0.444,0.434,3.921,313.0,215.2,0.648,92.509
252.93,16.91,0.551,57.01,0.326,0.615,4.85,301.11,76.57,1.593,65.059
394.44,18.63,0.533,65.7,0.278,0.657,8.834,296.85,104.84,2.734,68.549
270.4,20.87,0.445,73.32,0.321,0.446,7.852,285.33,30.51,2.723,56.558
275.58,8.84,0.496,78.86,0.379,0.353,5.038,293.15,98.3,4.003,66.535
315.7,14.61,0.503,33.59,0.382,0.589,6.397,309.47,29.93,10.0,81.155
81.03,18.92,0.558,45.21,0.26,0.439,6.802,284.45,113.85,2.732,61.359
338.23,15.9,0.562,43.85,0.393,0.539,10.0,292.1,54.02,3.12,62.404
132.97,20.86,0.415,70.67,0.564,0.506,9.637,298.08,28.05,3.269,37.217
298.02,12.7,0.476,58.33,0.428,0.534,6.771,292.5,86.94,1.789,92.259
243.29,19.11,0.391,70.48,0.31,0.606,6.738,287.61,44.36,4.615,63.477
64.79,16.79,0.57,56.81,0.222,0.405,2.301,298.43,30.67,1.36,21.143
531.87,15.65,0.464,73.85,0.258,0.515,8.696,304.06,28.03,1.325,72.781
179.33,19.25,0.51,43.63,0.293,0.356,8.876,306.26,32.58,1.374,42.85
116.21,19.93,0.365,49.96,0.279,0.517,7.944,306.15,187.5,2.422,61.721
399.29,16.62,0.467,49.49,0.23,0.724,3.95,294.35,27.98,2.211,64.635
45.63,22.95,0.672,56.64,0.178,0.532,9.617,292.59,14.51,0.961,17.108
133.16,18.87,0.519,70.79,0.355,0.132,5.985,297.45,82.87,2.922,58.305
252.95,14.44,0.471,48.61,0.308,0.346,6.738,302.04,36.37,0.808,76.2
139.78,16.71,0.516,60.94,0.328,0.465,6.146,288.72,193.55,1.242,67.789
135.86,23.34,0.663,52.37,0.265,0.259,7.136,302.35,85.35,1.973,59.627
133.93,21.04,0.538,31.48,0.117,0.75,7.488,294.57,212.77,1.447,60.133
323.4,19.62,0.359,66.21,0.283,0.554,9.39,306.99,34.94,2.587,52.17
141.89,17.37,0.662,60.07,0.202,0.357,4.7,301.4,148.15,1.208,54.158
283.67,24.02,0.349,59.57,0.438,0.506,9.142,300.1,161.79,1.877,68.835
179.87,19.52,0.689,51.08,0.367,0.471,4.894,290.13,137.87,0.809,58.933
242.5,18.05,0.565,72.28,0.486,0.459,7.931,305.3,115.8,1.413,67.097
188.82,15.85,0.544,51.21,0.256,0.598,4.101,299.2,19.69,1.661,41.336
169.02,16.78,0.486,48.32,0.106,0.539,3.675,289.09,22.04,6.175,21.142
236.06,18.64,0.612,67.03,0.508,0.594,5.771,291.54,111.58,3.095,72.22
160.26,17.61,0.469,46.69,0.399,0.627,6.924,292.99,9.76,2.039,60.565
358.46,17.66,0.448,68.14,0.56,0.379,6.041,292.87,151.06,1.209,101.945
401.44,17.93,0.532,66.89,0.05,0.545,7.416,292.57,93.93,5.58,81.8
76.93,21.1,0.565,48.11,0.285,0.482,4.844,292.53,10.87,1.665,35.409
261.03,14.33,0.489,50.84,0.442,0.518,7.345,310.49,19.59,1.634,69.989
82.69,15.19,0.521,60.57,0.463,0.479,9.052,289.49,42.67,4.037,32.585
201.1,21.66,0.461,57.48,0.366,0.489,9.678,306.34,52.6,2.437,40.37
231.22,17.35,0.526,42.21,0.153,0.501,4.439,300.94,36.26,4.887,42.93
137.9,17.05,0.466,25.0,0.497,0.63,4.684,295.9,15.28,3.247,44.361
254.85,16.03,0.593,61.75,0.501,0.465,8.298,293.75,27.45,2.018,55.542
277.38,21.16,0.489,61.61,0.061,0.484,9.286,303.96,173.59,3.733,41.552
79.63,23.48,0.55,52.82,0.393,0.449,8.898,292.82,131.35,1.715,46.204
261.66,15.55,0.618,48.57,0.136,0.337,7.457,303.31,13.45,2.424,54.62
91.86,17.99,0.427,50.84,0.113,0.341,4.923,299.37,52.73,5.4,38.031
238.85,14.18,0.629,46.9,0.237,0.208,5.475,297.66,98.53,2.656,67.131
169.99,18.02,0.556,67.73,0.258,0.566,7.559,296.83,33.56,1.093,54.526
567.46,19.17,0.477,56.7,0.247,0.504,4.857,298.63,148.16,2.854,89.173
425.16,15.37,0.492,29.24,0.108,0.463,5.942,304.06,10.68,1.249,73.837
90.2,19.7,0.665,56.2,0.37,0.367,2.75,298.2,54.19,3.304,28.765
683.01,11.27,0.328,49.12,0.395,0.1,8.734,300.14,30.79,2.059,91.122
32.79,17.7,0.637,33.74,0.459,0.29,6.105,309.9,104.33,1.872,57.831
80.92,17.9,0.709,32.27,0.333,0.476,10.0,301.31,19.31,6.018,22.443
122.97,18.6,0.628,61.96,0.394,0.276,4.655,302.83,20.43,7.605,37.07
269.71,19.83,0.569,56.31,0.191,0.484,3.587,296.47,27.27,0.746,39.949
76.48,19.5,0.586,51.24,0.331,0.238,5.841,296.96,172.09,2.179,61.419
289.81,20.33,0.504,48.72,0.278,0.527,3.38,304.09,57.01,2.668,51.993
155.82,19.18,0.421,57.42,0.333,0.444,7.616,295.26,77.71,2.548,57.606
711.18,7.54,0.451,53.98,0.299,0.784,6.162,304.91,39.83,2.552,106.374
331.3,18.1,0.509,45.25,0.318,0.571,7.846,305.69,28.49,2.373,69.619
90.95,19.96,0.496,56.4,0.178,0.402,7.577,301.57,70.79,3.925,48.04
342.8,14.5,0.346,76.62,0.298,0.386,7.109,300.67,70.55,2.48,78.92
316.81,15.68,0.486,64.82,0.314,0.548,5.016,299.33,123.22,0.71,76.237
127.73,12.51,0.611,55.03,0.315,0.642,7.382,302.72,37.39,0.898,54.09
226.59,18.24,0.51,55.54,0.518,0.704,6.516,293.75,14.5,1.29,72.352
976.76,7.49,0.277,51.74,0.442,0.608,6.434,294.53,68.97,2.166,125.55
324.71,16.61,0.471,40.85,0.227,0.46,8.164,294.11,45.1,2.767,65.928
163.27,23.11,0.645,60.78,0.05,0.509,5.404,295.72,65.83,7.149,47.496
95.27,26.16,0.566,58.58,0.301,0.362,7.115,313.0,32.27,2.169,55.017
130.95,16.54,0.554,65.95,0.223,0.634,8.478,298.44,80.47,1.857,43.651
247.7,18.93,0.516,25.94,0.301,0.231,5.513,285.87,49.6,2.003,60.744
145.01,23.18,0.554,48.1,0.248,0.463,7.179,290.82,53.31,1.22,55.048
393.7,14.18,0.574,72.09,0.113,0.527,6.529,296.46,70.7,1.179,87.863
134.18,16.31,0.532,51.43,0.416,0.274,8.817,301.0,24.36,8.305,33.065
177.72,19.79,0.579,57.98,0.224,0.373,6.365,293.77,66.01,6.928,53.674
75.74,16.44,0.463,58.81,0.417,0.651,3.195,297.41,51.67,0.587,36.464
238.29,12.35,0.362,42.33,0.326,0.115,9.525,298.08,99.09,2.107,57.875
54.75,17.98,0.56,61.05,0.259,0.426,3.823,299.94,25.6,1.765,26.364
435.52,16.03,0.417,66.33,0.269,0.817,7.488,297.66,38.27,7.54,78.582
671.62,13.79,0.317,53.59,0.374,0.182,5.372,293.21,68.93,0.846,108.2
132.18,18.11,0.405,53.44,0.575,0.32,4.708,295.05,61.84,3.008,60.34
151.88,22.12,0.631,55.59,0.353,0.209,4.524,313.0,49.33,2.555,51.7
46.43,23.27,0.525,51.77,0.325,0.262,6.364,309.2,53.37,2.553,55.855
230.33,19.22,0.436,53.8,0.185,0.469,10.0,292.49,11.19,0.566,32.073
262.36,23.36,0.542,61.2,0.365,0.243,4.523,296.62,81.57,1.222,65.294
370.85,17.03,0.528,52.74,0.463,0.394,6.222,284.84,12.46,4.774,79.178
132.03,19.41,0.436,43.84,0.139,0.5,5.202,298.37,178.41,1.784,54.455
103.29,19.63,0.595,71.3,0.323,0.431,8.537,299.45,82.53,4.137,44.294
301.08,15.37,0.56,53.49,0.403,0.301,9.854,289.41,38.58,1.923,52.029
199.05,19.55,0.633,51.23,0.403,0.653,7.008,301.95,47.98,2.771,63.514
317.95,19.29,0.331,59.78,0.35,0.311,5.175,304.3,250.0,2.957,84.863
325.69,15.38,0.423,65.31,0.327,0.85,6.28,298.61,24.92,2.319,71.761
505.26,14.59,0.495,56.94,0.359,0.324,5.817,297.76,250.0,2.417,106.684
582.0,12.95,0.295,76.89,0.186,0.737,4.872,291.84,47.91,2.486,80.456
810.5,5.88,0.281,35.66,0.05,0.79,6.738,299.09,126.08,4.295,104.758
607.21,16.52,0.479,73.31,0.369,0.719,6.9,289.67,23.41,2.575,96.141
57.69,24.66,0.594,54.56,0.123,0.1,6.109,299.16,250.0,2.105,55.289
233.46,21.16,0.513,46.58,0.423,0.434,10.0,289.97,68.62,1.96,52.383
91.7,18.2,0.64,60.04,0.218,0.594,5.49,297.86,32.56,2.472,42.566
146.08,20.04,0.581,81.97,0.292,0.162,7.705,303.36,8.83,1.909,42.97
120.83,19.14,0.602,57.45,0.33,0.225,7.842,297.15,39.77,2.828,46.555
413.91,18.25,0.345,53.52,0.362,0.428,7.386,293.78,63.49,7.958,85.468
140.33,17.63,0.542,44.9,0.317,0.462,6.297,300.32,31.99,1.046,53.376
148.42,13.68,0.554,69.62,0.222,0.545,8.879,297.46,151.59,2.874,45.115
353.92,16.01,0.507,43.71,0.325,0.327,5.337,296.38,250.0,1.681,91.141
159.68,21.81,0.473,63.93,0.111,0.287,5.232,288.95,169.34,2.362,51.673
147.47,19.65,0.567,38.56,0.074,0.309,8.271,300.74,62.49,0.942,42.788
190.58,18.09,0.356,72.86,0.12,0.182,8.306,298.15,74.9,2.878,44.481
883.02,7.58,0.284,48.65,0.597,0.338,7.881,301.28,10.03,0.98,107.404
248.87,19.42,0.568,62.24,0.512,0.329,9.967,292.17,27.84,3.794,46.583
