Adsorbent,Pollutant,SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.574480303
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.737827826
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.538366845
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.615439324
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.659113462
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.76433826
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.503021529
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.658980699
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.956224434
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.204473788
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.011321844
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.786999265
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.594070467
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.750160734
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.179534491
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.077442641
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.944088109
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.110155769
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.723701258
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.833000707
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.117915654
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.022219712
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.808870312
Pristine SCG biochar,CBZ,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.936604367
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.691407075
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.558064184
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.875950345
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.203392165
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.020195289
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.228964305
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.881622654
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.946698373
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.126435764
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.001925468
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.189909524
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.085682407
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.923111542
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.141059101
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.156218502
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,2.959825717
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.669313121
Pristine SCG biochar,EE2,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,3.113046622
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.532509798
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.603517309
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.71436806
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.761796212
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.683930438
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.70145983
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.242348138
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.584599935
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.705746244
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.495842587
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.695205748
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.717731875
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.310310255
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.714335402
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.7818403
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.647459177
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.617454278
Pristine SCG biochar,IBF,4.0,5.818,0.006,81.2,0.027,0.0591133,7,298.15,1.0,2.5,1.845499673
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.15964368
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,35.24061223
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,51.40034732
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,67.09438738
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,74.03400617
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,88.23101812
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.40410875
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,36.24882552
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,51.27412063
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,66.12512427
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,77.26876041
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,86.43649505
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.14618548
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,36.18776233
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,51.33385079
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,64.76996759
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,78.99168829
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,88.60435764
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.57944085
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,39.78564456
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,57.58250436
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,73.03763275
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,81.57340321
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,93.99339589
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.96206222
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,39.83920447
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,57.52148546
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,69.99697489
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,81.71630042
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,91.39389937
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.95739386
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,39.79444576
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,57.0220137
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,68.61289647
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,71.28733183
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,94.07078465
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,16.7505267
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,28.7036564
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,38.94481637
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,52.44425916
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,63.90069549
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,76.01534144
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,15.46614064
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,33.19975597
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,40.3225119
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,55.64188392
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,61.09252857
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,77.5479481
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.13788587
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,30.74200187
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,43.70587709
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,56.35596047
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,66.33303778
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,77.21534957
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.27462876
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,18.0627422
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,19.28257097
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,22.92217306
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,25.61556679
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,30.17379589
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.60467934
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,20.63939062
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,20.06424633
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,22.98985061
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,26.88080243
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,30.22259475
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.10241684
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,19.3298461
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,18.66003392
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,21.05839926
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,25.4525239
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,29.22589012
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.88889575
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,33.46456067
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,47.05126225
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,48.78032765
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,54.33332886
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,65.04401101
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.83550087
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,35.7147007
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,35.33466497
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,52.89121794
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,60.65525715
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,59.67691688
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.84486242
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,36.60378146
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,33.810944
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,37.36373708
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,57.14505841
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,60.63724319
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,13.31657567
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,14.35222797
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,17.78139487
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,25.90913774
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,25.66064933
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,35.43016538
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,12.65633048
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,14.73778637
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,18.1102852
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,24.53484004
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,25.75858025
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,32.44727437
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,13.35870228
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,2.0,2.5,13.89840004
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,3.0,2.5,16.55979428
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,5.0,2.5,24.01063467
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,7.0,2.5,25.40971226
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,10.0,2.5,33.61852272
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.74987855
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.52927591
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.09438581
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.36971914
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.50217246
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.44857074
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.50206661
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.58486418
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.52877656
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.55441995
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.97275
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.43018153
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.33049281
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.39279792
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.07444155
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.56382081
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.45913042
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.70738744
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.92153377
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.21990789
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.06029413
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.24145876
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.35389454
Alkali-modified SCG biochars,CBZ,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.60315569
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,14.95357834
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,16.56530288
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.56033279
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.88299153
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.68203594
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.70060973
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,12.36337377
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.45817055
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.45807447
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.61753366
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.79031473
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.75965517
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.75722136
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,15.78198214
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,14.5572457
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,17.97816619
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.56245276
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.62548836
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.62951055
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.82188377
Alkali-modified SCG biochars,EE2,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.69852819
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,15.16597837
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,16.32731349
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.03274397
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,18.75769655
Alkali-modified SCG biochars,IBF,427.5,3.113,0.331,79.7,0.023,0.048933501,7,298.15,1.0,2.5,19.49389418
